<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZP;60;25/01/22;20:00:00;295.1400000;296.9600000;294.1500000;296.3400000;3845520
GAZP;60;25/01/22;21:00:00;296.3500000;297.4700000;295.5400000;296.4200000;2137150
GAZP;60;25/01/22;22:00:00;296.5300000;305.0000000;296.0000000;304.2000000;9211990
GAZP;60;25/01/22;23:00:00;304.2000000;304.3600000;300.3000000;303.0000000;6085690
GAZP;60;26/01/22;00:00:00;303.0000000;303.3800000;301.6000000;302.9600000;2614630
GAZP;60;26/01/22;08:00:00;302.9000000;303.2800000;300.1100000;301.6000000;2845150
GAZP;60;26/01/22;09:00:00;301.6000000;301.6500000;298.0600000;301.1400000;2382380
GAZP;60;26/01/22;10:00:00;301.1400000;302.4000000;299.3200000;300.7600000;2983360
GAZP;60;26/01/22;11:00:00;300.7500000;301.1900000;293.7000000;295.1800000;14022090
GAZP;60;26/01/22;12:00:00;295.1800000;299.6500000;294.8400000;297.5100000;11498370
GAZP;60;26/01/22;13:00:00;297.6200000;302.0000000;297.5600000;300.3200000;8307590
GAZP;60;26/01/22;14:00:00;300.3900000;303.1300000;297.5100000;302.2100000;8773420
GAZP;60;26/01/22;15:00:00;302.2400000;305.0600000;301.7400000;303.6800000;7876290
GAZP;60;26/01/22;16:00:00;303.6400000;304.9400000;303.1200000;304.3400000;5144460
GAZP;60;26/01/22;17:00:00;304.3500000;307.7000000;303.5800000;306.8300000;11810160
GAZP;60;26/01/22;18:00:00;306.7400000;307.3500000;302.7500000;305.9400000;10825090
GAZP;60;26/01/22;19:00:00;305.9200000;306.1700000;300.7000000;302.4200000;11899400
GAZP;60;26/01/22;20:00:00;304.4900000;305.4300000;301.0100000;303.3800000;8235090
GAZP;60;26/01/22;21:00:00;303.3800000;304.8600000;300.5000000;302.6900000;4953290
GAZP;60;26/01/22;22:00:00;302.8800000;304.7500000;301.3100000;303.3000000;3354480
GAZP;60;26/01/22;23:00:00;303.1700000;306.3700000;301.5000000;302.0000000;4972010
GAZP;60;27/01/22;00:00:00;302.0700000;302.0700000;298.2000000;299.6000000;5178240
GAZP;60;27/01/22;08:00:00;296.8500000;297.9400000;294.0000000;297.8000000;5573070
GAZP;60;27/01/22;09:00:00;297.8000000;299.4400000;297.0000000;297.5000000;2759910
GAZP;60;27/01/22;10:00:00;297.5900000;298.9600000;295.5800000;296.7100000;2365810
GAZP;60;27/01/22;11:00:00;296.7100000;302.1000000;296.6100000;300.6300000;8624200
GAZP;60;27/01/22;12:00:00;300.6300000;313.9000000;300.1100000;310.4700000;37567820
GAZP;60;27/01/22;13:00:00;310.4700000;315.0000000;310.1000000;314.6400000;17417800
GAZP;60;27/01/22;14:00:00;314.7700000;318.8000000;314.2200000;318.3300000;18851950
GAZP;60;27/01/22;15:00:00;318.3300000;319.2000000;315.6000000;317.6000000;13822510
GAZP;60;27/01/22;16:00:00;317.7000000;324.4000000;315.9400000;321.7500000;20637030
GAZP;60;27/01/22;17:00:00;321.6900000;330.0000000;321.1300000;325.9800000;37333550
GAZP;60;27/01/22;18:00:00;325.8300000;327.1000000;322.2000000;323.7900000;20420480
GAZP;60;27/01/22;19:00:00;323.6500000;324.7600000;320.5900000;323.0200000;12144680
GAZP;60;27/01/22;20:00:00;323.3500000;327.0000000;323.2300000;324.7000000;6841960
GAZP;60;27/01/22;21:00:00;324.6000000;324.7000000;321.5100000;322.2900000;3844520
GAZP;60;27/01/22;22:00:00;322.2900000;323.2800000;320.1500000;323.1600000;2831980
GAZP;60;27/01/22;23:00:00;323.1400000;325.0800000;321.7600000;323.1800000;2707450
GAZP;60;28/01/22;00:00:00;323.2800000;325.3400000;323.0100000;325.2500000;2263450
GAZP;60;28/01/22;08:00:00;325.5100000;329.9400000;325.5100000;327.9700000;6284570
GAZP;60;28/01/22;09:00:00;327.9700000;334.9000000;327.5500000;332.6300000;9301280
GAZP;60;28/01/22;10:00:00;332.5300000;332.7400000;326.0500000;329.8500000;7743050
GAZP;60;28/01/22;11:00:00;329.8400000;332.6000000;322.0500000;324.8700000;18454270
GAZP;60;28/01/22;12:00:00;324.9900000;327.8500000;322.2500000;324.7400000;12226360
GAZP;60;28/01/22;13:00:00;324.5800000;331.5800000;323.2500000;328.6900000;13665070
GAZP;60;28/01/22;14:00:00;328.6900000;331.1600000;327.1700000;330.1400000;7760370
GAZP;60;28/01/22;15:00:00;330.1200000;331.4600000;328.7200000;330.8800000;5242440
GAZP;60;28/01/22;16:00:00;330.9900000;331.1900000;328.4000000;329.1700000;6145910
GAZP;60;28/01/22;17:00:00;329.1900000;330.8100000;329.0400000;330.0200000;6533270
GAZP;60;28/01/22;18:00:00;330.0100000;331.8600000;329.5200000;330.6400000;6245090
GAZP;60;28/01/22;19:00:00;330.6200000;330.6500000;328.2600000;328.8800000;8300990
GAZP;60;28/01/22;20:00:00;329.2500000;330.1900000;328.3000000;329.6700000;2944120
GAZP;60;28/01/22;21:00:00;329.7500000;329.9200000;328.8200000;328.9800000;866450
GAZP;60;28/01/22;22:00:00;328.9600000;329.7100000;328.7700000;329.4000000;765600
GAZP;60;28/01/22;23:00:00;329.4400000;329.5900000;327.7700000;328.4100000;1969440
GAZP;60;29/01/22;00:00:00;328.5700000;329.9500000;328.4400000;329.5800000;1718380
GAZP;60;31/01/22;08:00:00;330.9200000;333.9600000;330.5200000;331.6800000;5533360
GAZP;60;31/01/22;09:00:00;331.6600000;333.0500000;331.5100000;332.6300000;1341230
GAZP;60;31/01/22;10:00:00;332.6400000;333.8700000;332.0100000;333.1600000;2572430
GAZP;60;31/01/22;11:00:00;333.1600000;336.4100000;332.6600000;335.5300000;10780670
GAZP;60;31/01/22;12:00:00;335.5100000;335.6900000;331.7000000;334.3100000;8212190
GAZP;60;31/01/22;13:00:00;334.2200000;335.4000000;333.1100000;334.6100000;4918560
GAZP;60;31/01/22;14:00:00;334.6600000;334.7200000;332.6900000;333.8900000;4860920
GAZP;60;31/01/22;15:00:00;333.8800000;333.9100000;331.1100000;332.4500000;4317160
GAZP;60;31/01/22;16:00:00;332.4900000;334.6800000;331.8000000;334.6000000;4598510
GAZP;60;31/01/22;17:00:00;334.6000000;334.8100000;333.6700000;334.2400000;2953460
GAZP;60;31/01/22;18:00:00;334.2300000;334.5700000;332.5700000;333.1400000;4117810
GAZP;60;31/01/22;19:00:00;333.1300000;333.1300000;331.1000000;331.1000000;8238670
GAZP;60;31/01/22;20:00:00;332.3900000;334.0000000;331.7400000;333.2700000;3256830
GAZP;60;31/01/22;21:00:00;333.2400000;333.6400000;332.9000000;333.3300000;784240
GAZP;60;31/01/22;22:00:00;333.5000000;334.2000000;333.2000000;333.7700000;1240320
GAZP;60;31/01/22;23:00:00;333.7700000;333.7900000;333.5000000;333.7300000;660490
GAZP;60;01/02/22;00:00:00;333.7200000;334.8000000;333.0100000;334.8000000;1516970
GAZP;60;01/02/22;08:00:00;334.9400000;336.6300000;333.5400000;335.2100000;3290430
GAZP;60;01/02/22;09:00:00;335.2900000;335.9700000;334.0000000;335.0300000;2000140
GAZP;60;01/02/22;10:00:00;335.0000000;335.3800000;332.2200000;334.4300000;2412640
GAZP;60;01/02/22;11:00:00;334.3700000;335.4000000;328.0500000;331.1500000;10416950
GAZP;60;01/02/22;12:00:00;331.1600000;334.4200000;329.6500000;332.4200000;7172950
GAZP;60;01/02/22;13:00:00;332.4300000;333.3000000;331.1700000;332.7100000;3465180
GAZP;60;01/02/22;14:00:00;332.6900000;333.4000000;332.0000000;333.0000000;2601790
GAZP;60;01/02/22;15:00:00;333.0000000;333.7800000;331.9500000;332.8700000;3442670
GAZP;60;01/02/22;16:00:00;332.8800000;333.0000000;329.2000000;329.3200000;4845800
GAZP;60;01/02/22;17:00:00;329.3700000;331.2500000;329.1200000;330.3900000;4228100
GAZP;60;01/02/22;18:00:00;330.3900000;330.9800000;328.2300000;329.4500000;3949580
GAZP;60;01/02/22;19:00:00;329.3900000;330.5700000;328.4700000;329.8000000;7872760
GAZP;60;01/02/22;20:00:00;329.0800000;331.2200000;329.0000000;329.6000000;2377820
GAZP;60;01/02/22;21:00:00;329.5600000;329.5600000;325.3000000;327.0300000;4929560
GAZP;60;01/02/22;22:00:00;327.0300000;328.2000000;326.3000000;327.6000000;1326250
GAZP;60;01/02/22;23:00:00;327.6000000;328.0400000;326.5000000;326.6000000;859050
GAZP;60;02/02/22;00:00:00;326.7300000;330.9500000;326.5000000;330.9500000;2806530
GAZP;60;02/02/22;08:00:00;332.3900000;332.8600000;329.3200000;329.7600000;2080900
GAZP;60;02/02/22;09:00:00;329.7600000;331.6500000;329.1900000;331.6000000;1343210
GAZP;60;02/02/22;10:00:00;331.5100000;332.7000000;331.0000000;332.2400000;1822670
GAZP;60;02/02/22;11:00:00;332.2400000;333.2000000;328.5400000;330.3900000;6239900
GAZP;60;02/02/22;12:00:00;330.2400000;331.7000000;327.6400000;330.0800000;5742480
GAZP;60;02/02/22;13:00:00;330.0000000;330.3000000;327.2600000;327.3500000;2780130
GAZP;60;02/02/22;14:00:00;327.3300000;329.2700000;325.7000000;328.9900000;8156560
GAZP;60;02/02/22;15:00:00;328.8400000;331.7700000;328.1300000;330.9600000;4414820
GAZP;60;02/02/22;16:00:00;330.9200000;333.7000000;330.6700000;332.4800000;6253320
GAZP;60;02/02/22;17:00:00;332.4800000;332.9000000;330.5200000;331.5900000;3244080
GAZP;60;02/02/22;18:00:00;331.5900000;332.7000000;330.0700000;331.7600000;3421860
GAZP;60;02/02/22;19:00:00;331.8000000;331.8600000;329.4600000;330.9400000;4594310
GAZP;60;02/02/22;20:00:00;330.5100000;330.9200000;328.5000000;329.9300000;1986210
GAZP;60;02/02/22;21:00:00;329.9300000;331.1700000;329.5500000;331.1300000;977660
GAZP;60;02/02/22;22:00:00;331.1300000;331.8800000;330.5000000;331.8800000;574070
GAZP;60;02/02/22;23:00:00;331.8300000;331.9000000;331.2000000;331.7100000;371630
GAZP;60;03/02/22;00:00:00;331.7300000;331.8600000;331.3100000;331.7000000;747930
GAZP;60;03/02/22;08:00:00;329.9900000;331.0000000;328.6800000;329.8500000;1974630
GAZP;60;03/02/22;09:00:00;329.9400000;330.7300000;329.2000000;329.2000000;716580
GAZP;60;03/02/22;10:00:00;329.2500000;329.3000000;327.5200000;328.0400000;2543080
GAZP;60;03/02/22;11:00:00;328.0000000;329.0900000;326.4400000;327.7300000;5869140
GAZP;60;03/02/22;12:00:00;327.8700000;329.4600000;327.5300000;328.2300000;3401950
GAZP;60;03/02/22;13:00:00;328.1300000;328.7000000;322.7000000;324.2900000;8340820
GAZP;60;03/02/22;14:00:00;324.2100000;324.6200000;322.8200000;324.1700000;5453110
GAZP;60;03/02/22;15:00:00;324.2300000;326.1400000;324.0500000;325.6500000;3330720
GAZP;60;03/02/22;16:00:00;325.6400000;327.9000000;325.4000000;326.9800000;4382360
GAZP;60;03/02/22;17:00:00;326.9900000;327.7100000;324.2400000;325.1300000;3585310
GAZP;60;03/02/22;18:00:00;325.1000000;326.2700000;322.3000000;322.6000000;5848520
GAZP;60;03/02/22;19:00:00;322.6400000;325.2800000;322.3200000;324.8200000;5910300
GAZP;60;03/02/22;20:00:00;324.0400000;325.5000000;322.5500000;322.7700000;2339000
GAZP;60;03/02/22;21:00:00;322.7500000;324.0000000;322.7500000;323.8200000;1117970
GAZP;60;03/02/22;22:00:00;323.8000000;324.5800000;323.5100000;324.4000000;809870
GAZP;60;03/02/22;23:00:00;324.4000000;325.2900000;323.3800000;323.8300000;755370
GAZP;60;04/02/22;00:00:00;323.8200000;324.4000000;322.5000000;323.7500000;1213480
GAZP;60;04/02/22;08:00:00;325.5000000;326.4900000;324.6100000;325.2200000;1939640
GAZP;60;04/02/22;09:00:00;325.2100000;326.7200000;325.2100000;326.1900000;1039920
GAZP;60;04/02/22;10:00:00;326.1300000;326.6800000;325.6000000;326.2000000;748160
GAZP;60;04/02/22;11:00:00;326.2600000;330.2000000;324.6500000;329.4800000;7514220
GAZP;60;04/02/22;12:00:00;329.6300000;334.5000000;328.6400000;332.0900000;15080520
GAZP;60;04/02/22;13:00:00;332.0900000;333.0600000;330.3000000;330.8900000;4791660
GAZP;60;04/02/22;14:00:00;330.8300000;332.5000000;328.4000000;330.5800000;6728460
GAZP;60;04/02/22;15:00:00;330.4100000;330.5500000;326.8300000;326.8900000;4745990
GAZP;60;04/02/22;16:00:00;326.9900000;328.9500000;326.5100000;327.0500000;4321280
GAZP;60;04/02/22;17:00:00;327.0500000;327.3000000;322.5600000;323.0200000;10354510
GAZP;60;04/02/22;18:00:00;322.9400000;323.8900000;321.5000000;322.1500000;10749910
GAZP;60;04/02/22;19:00:00;322.1300000;322.4800000;320.8800000;321.5000000;10882300
GAZP;60;04/02/22;20:00:00;321.7300000;324.0000000;321.5300000;322.9000000;3321410
GAZP;60;04/02/22;21:00:00;322.9000000;324.7900000;322.4800000;324.3000000;1788630
GAZP;60;04/02/22;22:00:00;324.3500000;325.4800000;324.3000000;325.3000000;1764570
GAZP;60;04/02/22;23:00:00;325.2500000;325.4400000;323.8400000;325.0900000;1479880
GAZP;60;05/02/22;00:00:00;325.0500000;325.6800000;324.5000000;324.6000000;1396240
GAZP;60;07/02/22;08:00:00;324.5300000;324.9500000;322.6300000;324.0000000;2153510
GAZP;60;07/02/22;09:00:00;324.0900000;324.2800000;322.8500000;323.1400000;937450
GAZP;60;07/02/22;10:00:00;323.1400000;326.9100000;322.9100000;326.6100000;2301590
GAZP;60;07/02/22;11:00:00;326.7800000;327.4400000;324.0000000;325.8800000;3503830
GAZP;60;07/02/22;12:00:00;325.8300000;325.9000000;321.1700000;321.9700000;6773440
GAZP;60;07/02/22;13:00:00;321.8900000;322.2300000;317.6500000;318.8600000;8707310
GAZP;60;07/02/22;14:00:00;318.8600000;320.6500000;316.6400000;320.1700000;7385170
GAZP;60;07/02/22;15:00:00;320.2500000;322.6200000;320.1100000;321.2100000;3772630
GAZP;60;07/02/22;16:00:00;321.3300000;321.5300000;319.5000000;320.1400000;3103490
GAZP;60;07/02/22;17:00:00;320.1600000;320.3400000;318.3500000;318.4500000;3329050
GAZP;60;07/02/22;18:00:00;318.4500000;321.0000000;318.0500000;320.5000000;5197590
GAZP;60;07/02/22;19:00:00;320.5000000;320.9000000;319.8000000;320.8900000;4151550
GAZP;60;07/02/22;20:00:00;321.0100000;321.5000000;319.1800000;319.7100000;1927990
GAZP;60;07/02/22;21:00:00;319.7100000;320.6800000;319.5200000;320.3900000;431910
GAZP;60;07/02/22;22:00:00;320.3200000;321.0000000;320.3200000;320.8700000;579750
GAZP;60;07/02/22;23:00:00;320.8900000;322.5000000;320.7100000;321.2100000;1177580
GAZP;60;08/02/22;00:00:00;321.2900000;322.1500000;320.0000000;321.2500000;856690
GAZP;60;08/02/22;08:00:00;321.4500000;321.8800000;319.0000000;320.4200000;1182120
GAZP;60;08/02/22;09:00:00;320.5000000;320.6600000;319.1100000;320.2900000;847580
GAZP;60;08/02/22;10:00:00;320.2000000;323.7800000;320.1400000;323.2200000;3437790
GAZP;60;08/02/22;11:00:00;323.2400000;325.8500000;322.3400000;322.5900000;7560700
GAZP;60;08/02/22;12:00:00;322.5900000;325.3000000;321.8000000;324.3200000;5019210
GAZP;60;08/02/22;13:00:00;324.3200000;327.2100000;323.5100000;327.2100000;5939000
GAZP;60;08/02/22;14:00:00;327.2100000;327.7600000;325.3900000;326.3700000;8151440
GAZP;60;08/02/22;15:00:00;326.3700000;329.1500000;326.1000000;329.1000000;7242110
GAZP;60;08/02/22;16:00:00;329.0900000;330.4700000;327.0200000;330.2700000;8106720
GAZP;60;08/02/22;17:00:00;330.3000000;331.7500000;327.0100000;327.6200000;11327800
GAZP;60;08/02/22;18:00:00;327.6400000;330.6500000;327.3800000;330.1000000;7224700
GAZP;60;08/02/22;19:00:00;330.0800000;331.7000000;329.7100000;331.2500000;6146730
GAZP;60;08/02/22;20:00:00;331.0000000;331.6500000;329.3000000;330.1700000;2209530
GAZP;60;08/02/22;21:00:00;330.1900000;331.0000000;329.8200000;330.8000000;972910
GAZP;60;08/02/22;22:00:00;330.7900000;330.8500000;330.0600000;330.5500000;398200
GAZP;60;08/02/22;23:00:00;330.5400000;330.9000000;330.5000000;330.6700000;593260
GAZP;60;09/02/22;00:00:00;330.6700000;331.8700000;330.6400000;331.7000000;1605500
GAZP;60;09/02/22;08:00:00;332.3000000;334.8700000;332.2500000;334.6900000;3678910
GAZP;60;09/02/22;09:00:00;334.6800000;335.9000000;333.5100000;334.8200000;4409660
GAZP;60;09/02/22;10:00:00;334.8900000;335.5000000;333.1700000;333.8200000;3513380
GAZP;60;09/02/22;11:00:00;333.9000000;334.7500000;331.5900000;332.1500000;7277350
GAZP;60;09/02/22;12:00:00;332.2500000;334.8900000;330.1800000;334.4100000;8858460
GAZP;60;09/02/22;13:00:00;334.4200000;335.4500000;332.6500000;334.2500000;6146660
GAZP;60;09/02/22;14:00:00;334.2500000;334.9000000;333.5600000;334.0400000;2370360
GAZP;60;09/02/22;15:00:00;334.0000000;335.3000000;334.0000000;335.1500000;3858330
GAZP;60;09/02/22;16:00:00;335.1500000;335.4400000;333.0500000;333.6400000;3790870
GAZP;60;09/02/22;17:00:00;333.6300000;334.4700000;331.5400000;334.0800000;4543300
GAZP;60;09/02/22;18:00:00;334.1600000;335.7000000;333.5800000;335.1600000;5365740
GAZP;60;09/02/22;19:00:00;335.1500000;336.0000000;335.0100000;335.6300000;5475370
GAZP;60;09/02/22;20:00:00;335.6300000;335.9000000;334.3500000;334.3800000;1425070
GAZP;60;09/02/22;21:00:00;334.3800000;335.4600000;334.0300000;335.2900000;738540
GAZP;60;09/02/22;22:00:00;335.2900000;335.3600000;334.8000000;334.9800000;427650
GAZP;60;09/02/22;23:00:00;334.9800000;335.1500000;334.6000000;334.8000000;455050
GAZP;60;10/02/22;00:00:00;334.7900000;335.1800000;333.8000000;335.0800000;919980
GAZP;60;10/02/22;08:00:00;335.4100000;335.4700000;332.5000000;333.4500000;2198960
GAZP;60;10/02/22;09:00:00;333.4500000;333.7800000;332.1200000;332.5400000;1445220
GAZP;60;10/02/22;10:00:00;332.5200000;334.2600000;332.2100000;333.7000000;1529550
GAZP;60;10/02/22;11:00:00;333.7500000;334.0100000;330.2200000;330.6200000;6457880
GAZP;60;10/02/22;12:00:00;330.5300000;331.9200000;328.5700000;328.9600000;7955240
GAZP;60;10/02/22;13:00:00;329.1000000;330.6700000;328.1000000;329.8000000;4178800
GAZP;60;10/02/22;14:00:00;329.8200000;330.9500000;329.2400000;330.0000000;2834830
GAZP;60;10/02/22;15:00:00;329.9900000;331.2700000;328.5000000;329.2300000;4490030
GAZP;60;10/02/22;16:00:00;329.2400000;330.4000000;328.3000000;330.1100000;4703550
GAZP;60;10/02/22;17:00:00;330.1100000;332.0600000;329.0000000;329.8700000;8574540
GAZP;60;10/02/22;18:00:00;329.8700000;331.0000000;328.7000000;330.8300000;5720280
GAZP;60;10/02/22;19:00:00;330.7400000;331.3100000;330.0400000;331.0600000;3935250
GAZP;60;10/02/22;20:00:00;331.0600000;333.0800000;330.5600000;332.1700000;3242270
GAZP;60;10/02/22;21:00:00;332.1400000;332.2500000;330.6400000;331.2000000;1252410
GAZP;60;10/02/22;22:00:00;331.3000000;331.5200000;330.0000000;330.6000000;1002350
GAZP;60;10/02/22;23:00:00;330.6100000;330.6900000;329.3200000;329.8800000;932320
GAZP;60;11/02/22;00:00:00;329.8900000;330.1900000;328.7000000;328.9300000;1476390
GAZP;60;11/02/22;08:00:00;328.9500000;328.9500000;325.4400000;325.6600000;3994960
GAZP;60;11/02/22;09:00:00;325.6600000;327.1500000;325.0000000;326.8400000;1724900
GAZP;60;11/02/22;10:00:00;326.7700000;326.8700000;324.8000000;326.3200000;2475730
GAZP;60;11/02/22;11:00:00;326.3000000;326.6300000;322.7000000;324.1800000;7304410
GAZP;60;11/02/22;12:00:00;324.3000000;326.2000000;322.2300000;322.7000000;7756580
GAZP;60;11/02/22;13:00:00;322.6300000;323.8400000;320.4000000;320.9900000;7146960
GAZP;60;11/02/22;14:00:00;320.9000000;322.9500000;320.0000000;321.2800000;7080250
GAZP;60;11/02/22;15:00:00;321.2900000;321.6700000;317.7800000;319.8900000;8371520
GAZP;60;11/02/22;16:00:00;319.8900000;322.7800000;319.7700000;321.5100000;5373270
GAZP;60;11/02/22;17:00:00;321.4500000;327.5000000;321.2100000;325.6800000;13168450
GAZP;60;11/02/22;18:00:00;325.6800000;326.8000000;322.9700000;323.0700000;5775690
GAZP;60;11/02/22;19:00:00;323.1600000;324.2300000;322.4000000;323.8800000;7077000
GAZP;60;11/02/22;20:00:00;324.1600000;325.3600000;323.0600000;323.7400000;2179980
GAZP;60;11/02/22;21:00:00;323.7000000;324.5300000;323.1400000;323.5900000;1003560
GAZP;60;11/02/22;22:00:00;323.5900000;324.2000000;317.0700000;318.7400000;8842610
GAZP;60;11/02/22;23:00:00;318.5500000;320.4800000;316.2000000;318.1000000;7867830
GAZP;60;12/02/22;00:00:00;318.1000000;318.6800000;316.5000000;318.1000000;3606730
GAZP;60;14/02/22;08:00:00;314.1000000;314.4000000;303.2500000;311.3300000;16235130
GAZP;60;14/02/22;09:00:00;311.3000000;314.2000000;308.7100000;313.9500000;5693480
GAZP;60;14/02/22;10:00:00;313.9400000;316.9000000;311.7100000;311.9000000;6409300
GAZP;60;14/02/22;11:00:00;311.9000000;317.3000000;311.1100000;315.5000000;8144790
GAZP;60;14/02/22;12:00:00;315.3400000;315.4500000;309.0000000;310.0000000;12556310
GAZP;60;14/02/22;13:00:00;309.9000000;315.2900000;309.3000000;311.6500000;7028910
GAZP;60;14/02/22;14:00:00;311.6600000;314.0800000;310.6300000;312.4900000;4945210
GAZP;60;14/02/22;15:00:00;312.3300000;314.2400000;310.7600000;314.2300000;6272090
GAZP;60;14/02/22;16:00:00;314.2300000;321.7700000;311.3600000;320.1800000;15519870
GAZP;60;14/02/22;17:00:00;320.1900000;324.9000000;320.0900000;322.5000000;11738910
GAZP;60;14/02/22;18:00:00;322.5000000;323.6900000;320.7000000;322.8800000;5947740
GAZP;60;14/02/22;19:00:00;322.9000000;323.7500000;321.5400000;321.6700000;8368460
GAZP;60;14/02/22;20:00:00;322.2400000;323.7600000;321.6700000;322.9900000;2493980
GAZP;60;14/02/22;21:00:00;322.9900000;323.4800000;322.7200000;322.9900000;701000
GAZP;60;14/02/22;22:00:00;322.9900000;323.3500000;317.0000000;318.4500000;3315790
GAZP;60;14/02/22;23:00:00;318.4100000;320.7700000;317.0000000;320.6400000;4430180
GAZP;60;15/02/22;00:00:00;320.7200000;322.0800000;319.6800000;321.8500000;1401910
GAZP;60;15/02/22;08:00:00;322.5000000;326.3700000;322.4400000;325.6900000;4138650
GAZP;60;15/02/22;09:00:00;325.5800000;325.7000000;323.0700000;323.9700000;1683480
GAZP;60;15/02/22;10:00:00;323.9600000;327.0000000;323.9100000;326.8900000;2753920
GAZP;60;15/02/22;11:00:00;326.9000000;326.9000000;323.3000000;324.2900000;3982990
GAZP;60;15/02/22;12:00:00;324.3000000;334.2200000;323.8900000;334.0800000;21170140
GAZP;60;15/02/22;13:00:00;334.2200000;335.5000000;333.0000000;334.1000000;12754230
GAZP;60;15/02/22;14:00:00;334.0800000;334.4700000;330.2500000;332.9300000;11063490
GAZP;60;15/02/22;15:00:00;332.8000000;334.3400000;332.0000000;334.2700000;6501860
GAZP;60;15/02/22;16:00:00;334.1300000;334.7700000;332.8100000;334.4800000;4251830
GAZP;60;15/02/22;17:00:00;334.4900000;335.0000000;333.2200000;333.7000000;4605010
GAZP;60;15/02/22;18:00:00;333.7000000;334.9000000;330.5500000;330.9600000;9216690
GAZP;60;15/02/22;19:00:00;331.0000000;332.1600000;329.6000000;332.1600000;7307730
GAZP;60;15/02/22;20:00:00;332.1800000;332.6200000;330.9000000;331.9500000;2126430
GAZP;60;15/02/22;21:00:00;331.9500000;332.4800000;331.1800000;331.8400000;874610
GAZP;60;15/02/22;22:00:00;331.8000000;331.8500000;330.4000000;331.3300000;1352710
GAZP;60;15/02/22;23:00:00;331.3300000;332.5700000;330.8000000;332.3300000;955250
GAZP;60;16/02/22;00:00:00;332.3300000;334.2000000;332.2900000;333.6000000;2136750
GAZP;60;16/02/22;08:00:00;335.8600000;337.4200000;334.0000000;336.2200000;5909960
GAZP;60;16/02/22;09:00:00;336.2500000;339.7400000;335.6900000;339.0700000;5304420
GAZP;60;16/02/22;10:00:00;339.1200000;339.9800000;338.0700000;338.9900000;4524070
GAZP;60;16/02/22;11:00:00;338.8800000;339.4000000;335.3700000;336.6200000;9253430
GAZP;60;16/02/22;12:00:00;336.6200000;338.0000000;335.2200000;337.5000000;4934290
GAZP;60;16/02/22;13:00:00;337.5600000;338.3900000;333.1400000;333.3000000;6866170
GAZP;60;16/02/22;14:00:00;333.3000000;335.5500000;331.6200000;335.3500000;5485650
GAZP;60;16/02/22;15:00:00;335.3500000;338.4100000;334.5000000;337.5500000;8423720
GAZP;60;16/02/22;16:00:00;337.6200000;338.1500000;334.9900000;336.1300000;3937860
GAZP;60;16/02/22;17:00:00;336.1900000;337.8000000;335.0200000;335.1200000;3750200
GAZP;60;16/02/22;18:00:00;335.1100000;335.4600000;333.0000000;334.3700000;5952940
GAZP;60;16/02/22;19:00:00;334.3700000;335.8000000;333.8800000;335.3000000;4497340
GAZP;60;16/02/22;20:00:00;336.0000000;337.4300000;335.3000000;336.5200000;3650450
GAZP;60;16/02/22;21:00:00;336.6200000;336.9900000;335.3100000;336.1600000;1154100
GAZP;60;16/02/22;22:00:00;336.2400000;336.4400000;335.4600000;335.8300000;842110
GAZP;60;16/02/22;23:00:00;335.9700000;337.3900000;335.5500000;336.2900000;1525050
GAZP;60;17/02/22;00:00:00;336.3000000;337.2700000;336.1100000;336.5000000;1116370
GAZP;60;17/02/22;08:00:00;336.3600000;336.3600000;332.0400000;332.1500000;4437450
GAZP;60;17/02/22;09:00:00;332.1800000;333.4300000;329.3400000;329.9000000;4672640
GAZP;60;17/02/22;10:00:00;329.8100000;330.4900000;327.4200000;329.4600000;6173890
GAZP;60;17/02/22;11:00:00;329.3800000;330.7000000;328.1000000;328.4400000;5691270
GAZP;60;17/02/22;12:00:00;328.5200000;330.7000000;324.1100000;328.0000000;13093580
GAZP;60;17/02/22;13:00:00;328.0500000;329.0400000;326.0700000;327.8900000;5667820
GAZP;60;17/02/22;14:00:00;327.8900000;329.9600000;327.0000000;329.0000000;5403180
GAZP;60;17/02/22;15:00:00;329.0000000;329.7000000;326.8300000;329.4700000;3996310
GAZP;60;17/02/22;16:00:00;329.4800000;332.2500000;328.3300000;329.5000000;6842290
GAZP;60;17/02/22;17:00:00;329.5000000;331.7200000;327.6600000;330.2100000;8269030
GAZP;60;17/02/22;18:00:00;330.0400000;330.4000000;324.1300000;324.6800000;12447330
GAZP;60;17/02/22;19:00:00;324.6100000;325.8200000;322.0400000;324.4600000;14980260
GAZP;60;17/02/22;20:00:00;325.5000000;327.5800000;324.6500000;326.7500000;4382640
GAZP;60;17/02/22;21:00:00;326.7500000;327.7900000;325.8600000;327.0300000;1430310
GAZP;60;17/02/22;22:00:00;327.0000000;327.4000000;325.1200000;325.3800000;1089160
GAZP;60;17/02/22;23:00:00;325.3200000;326.0900000;323.5400000;323.6600000;1816550
GAZP;60;18/02/22;00:00:00;323.7900000;324.5500000;322.8900000;323.5100000;1756000
GAZP;60;18/02/22;08:00:00;325.6000000;329.1700000;325.5200000;327.0000000;3830140
GAZP;60;18/02/22;09:00:00;327.0000000;328.6900000;326.6900000;327.9000000;1306560
GAZP;60;18/02/22;10:00:00;328.0000000;328.2000000;326.0600000;327.4400000;1281000
